id_central,id_elevadora,distancia
0,2,490.99362063922115
1,2,431.757523695444
2,2,418.0206554813093
3,2,188.074840698113
4,2,321.70414451734985
5,2,99.77526410001776
6,2,112.07532269878652
7,2,59.95165566443892
8,2,396.3718808860993
9,2,68.04196423676999
10,2,186.12384793645862
11,2,239.19082752428773
12,2,77.96474473041208
13,2,188.35327425626926
14,2,55.5596254791886
15,2,78.13641762636752
16,2,31.167303450566553
17,2,67.84888993182174
18,2,448.9712746854959
19,2,67.12606222448521
20,2,0.5832759519128035
21,2,86.79495853371732
22,2,325.84097540593405
23,2,71.00484610490113
24,2,190.83419221596526
25,2,490.8819320065568
26,2,292.8912368491448
27,2,321.10489099338383
28,2,104.84919551086561
29,2,1067.2970438348034
30,2,547.5917188787314
31,2,892.3523741742733
32,2,1211.4817407239245
33,3,469.92496751308994
34,2,798.7267299102012
35,2,1299.3133335958635
36,3,322.1598280863997
37,2,1057.8998741161217
38,3,190.79871646339362
39,2,611.2501460485776
40,2,606.6333034977259
41,2,768.6058965850975
42,3,319.36457852291414
43,2,456.23302977668027
44,2,1065.7640581623552
45,2,1111.4410121143778
46,2,737.0160878708732
47,2,1124.7391986225641
48,2,1144.278874917271
49,2,476.7352516251103
50,2,795.5754459290577
51,2,1226.4897967919708
52,3,47.85440904847207
53,2,1141.2700694752027
54,3,305.3785878229818
55,2,667.6218219410454
56,2,451.4179487763413
57,3,319.96256377548076
58,2,518.415836446081
59,2,701.3040492256431
60,2,511.20516639432583
61,3,301.05521503953156
62,3,163.95117920301314
63,2,886.0075429405238
64,3,163.95117920301314
65,2,1207.0714318244868
66,2,1207.8003808182636
67,2,666.4842277300058
68,2,1339.3584219644538
69,2,1338.3628108176397
70,2,1218.7620676245647
71,2,717.1939699071161
72,2,370.7181022422726
73,2,798.8108120474515
74,2,737.9838867255392
75,2,323.2689941506016
76,2,1144.278874917271
77,2,1045.943499033888
78,3,118.5995610612389
79,0,351.24991545093735
80,2,292.52848657349017
81,2,474.29224839414024
82,2,71.94148586372312
83,2,1556.731103435579
84,2,1079.92545732326
85,2,474.5149262985034
86,0,290.8617866437482
87,2,474.29224839414024
88,2,430.975676656072
89,2,406.32728975451346
90,0,57.246883871432345
91,0,11.133950045126419
92,2,488.94933330273705
93,3,19.283941103999048
94,2,235.20669305812416
95,0,206.13694794085018
96,0,120.12938374108771
97,2,494.589943020446
98,2,318.3942481678959
99,0,101.81491846331875
100,2,187.3314276773644
101,2,1349.5909249871138
102,2,581.5929755861663
103,0,124.70184418539978
104,2,405.9387116076106
105,2,76.36923762821452
106,3,36.58281756150679
107,0,120.12938374108771
108,0,176.7867955205854
109,2,63.620051229060735
110,2,509.36894505124786
111,2,774.8082747209888
112,2,607.1899925618384
113,3,23.699686972827276
114,2,188.32159377733086
115,2,406.15034313302453
116,0,84.46128277782765
117,3,323.7809309841125
118,2,31.28174171251177
119,2,410.9537661935878
120,2,157.18960714199557
121,0,11.133950045126419
122,2,436.4134497961374
123,3,114.46344225768564
124,2,1205.0818815611306
125,3,73.4179567864598
126,3,115.12165767742634
127,2,425.9113144742859
128,2,318.4960030523552
129,2,446.9238924583413
130,2,88.51354914749436
131,3,115.12165767742634
132,2,188.1541167138
133,0,11.133950045126419
134,0,11.133950045126419
135,2,539.3991113341216
136,2,67.34076452066513
137,2,395.91924912417926
138,3,323.7809309841125
139,2,105.85946909907538
140,2,956.3369672633116
141,2,485.9008588021749
142,2,373.9961433923329
143,2,956.0444293905828
144,1,258.6427464125951
145,2,1080.569131190263
146,2,474.29224839414024
147,3,257.3769856001853
148,0,11.133950045126419
149,2,450.3384739135294
150,0,171.14723680366708
151,2,373.8301803632552
152,2,438.2195691492148
153,2,474.29224839414024
154,0,120.12938374108771
155,2,78.78235170540167
156,2,80.31499090543905
157,2,139.79226109901828
158,2,1079.5534036852216
159,2,297.6973711381254
160,0,93.54088092450027
161,0,120.12938374108771
162,2,862.6004020132423
163,2,685.5875711829511
164,0,306.86529922198287
165,3,25.500745422908697
166,2,431.56592007299884
167,2,3.918203957447751
168,2,1204.3476918307488
169,2,90.77584088080789
170,2,446.24642636248535
171,0,290.6653341408361
172,2,1205.2721701930122
173,2,494.43728801642874
174,2,470.2941651026715
175,0,175.04904250438543
176,3,49.32243273601258
177,2,488.7775072964883
178,2,78.69087874579377
179,2,122.28213821371486
180,2,575.9874471780283
181,1,40.49586801502103
182,1,224.61365744625334
183,2,9.688758712406061
184,2,582.2445721499214
185,2,539.3277650564955
186,2,685.5752259116314
187,2,12.002121073077692
188,0,86.37330133313822
189,2,1205.9191212258852
190,2,721.7304159080843
191,2,16.65071766570938
192,3,108.00476928653906
193,3,516.3510582061382
194,1,0.04712844151887527
195,2,405.9415047491552
196,3,323.74705881063784
197,2,469.9990072135269
198,2,292.6263407155654
199,2,485.9008588021749
200,0,282.5224364281011
201,2,450.3075227266657
202,2,205.48039232756759
203,2,489.0747560036642
204,1,38.29994084290474
205,2,18.080245641347826
206,2,503.94778238769703
207,2,1207.6011114503515
208,2,75.46281478398278
209,0,49.31502376014289
210,2,485.0682855636392
211,2,154.83187572327475
212,2,449.0385726591078
213,0,11.133950045126419
214,2,474.6490682752112
215,2,413.19198678098854
216,3,324.611998192178
217,0,120.12938374108771
218,0,120.12938374108771
219,2,182.92873820632065
220,2,486.23916507685874
221,3,22.568988764268923
222,0,54.54965547781949
223,2,697.2923254745054
224,3,289.49639693512347
225,2,606.9649930920025
226,0,11.133950045126419
227,2,273.5081766577665
228,2,187.3666568654457
229,2,404.965624206483
230,2,489.2309239589335
